icdcode,icdlabel,diagcodelvl1,diagdesclvl1
s12550a,other traumatic displaced spondylolisthesis of sixth cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12550b,other traumatic displaced spondylolisthesis of sixth cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12551a,other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12551b,other traumatic nondisplaced spondylolisthesis of sixth cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12590a,other displaced fracture of sixth cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12590b,other displaced fracture of sixth cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12591a,other nondisplaced fracture of sixth cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12591b,other nondisplaced fracture of sixth cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12600a,unspecified displaced fracture of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12600b,unspecified displaced fracture of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12601a,unspecified nondisplaced fracture of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12601b,unspecified nondisplaced fracture of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12630a,unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12630b,unspecified traumatic displaced spondylolisthesis of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12631a,unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12631b,unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s1264xa,type iii traumatic spondylolisthesis of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s1264xb,type iii traumatic spondylolisthesis of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12650a,other traumatic displaced spondylolisthesis of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12650b,other traumatic displaced spondylolisthesis of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12651a,other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12651b,other traumatic nondisplaced spondylolisthesis of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12690a,other displaced fracture of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12690b,other displaced fracture of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s12691a,other nondisplaced fracture of seventh cervical vertebra initial encounter for closed fracture,s12,fracture of cervical vertebra and other parts of neck
s12691b,other nondisplaced fracture of seventh cervical vertebra initial encounter for open fracture,s12,fracture of cervical vertebra and other parts of neck
s128xxa,fracture of other parts of neck initial encounter,s12,fracture of cervical vertebra and other parts of neck
s129xxa,fracture of neck unspecified initial encounter,s12,fracture of cervical vertebra and other parts of neck
s140xxa,concussion and edema of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s140xxd,concussion and edema of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s140xxs,concussion and edema of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14101a,unspecified injury at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14101d,unspecified injury at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14101s,unspecified injury at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14102a,unspecified injury at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14102d,unspecified injury at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14102s,unspecified injury at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14103a,unspecified injury at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14103d,unspecified injury at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14103s,unspecified injury at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14104a,unspecified injury at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14104d,unspecified injury at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14104s,unspecified injury at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14105a,unspecified injury at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14105d,unspecified injury at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14105s,unspecified injury at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14106a,unspecified injury at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14106d,unspecified injury at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14106s,unspecified injury at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14107a,unspecified injury at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14107d,unspecified injury at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14107s,unspecified injury at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14108a,unspecified injury at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14108d,unspecified injury at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14108s,unspecified injury at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14109a,unspecified injury at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14109d,unspecified injury at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14109s,unspecified injury at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14111a,complete lesion at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14111d,complete lesion at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14111s,complete lesion at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14112a,complete lesion at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14112d,complete lesion at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14112s,complete lesion at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14113a,complete lesion at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14113d,complete lesion at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14113s,complete lesion at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14114a,complete lesion at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14114d,complete lesion at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14114s,complete lesion at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14115a,complete lesion at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14115d,complete lesion at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14115s,complete lesion at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14116a,complete lesion at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14116d,complete lesion at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14116s,complete lesion at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14117a,complete lesion at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14117d,complete lesion at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14117s,complete lesion at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14118a,complete lesion at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14118d,complete lesion at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14118s,complete lesion at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14119a,complete lesion at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14119d,complete lesion at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14119s,complete lesion at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14121a,central cord syndrome at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14121d,central cord syndrome at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14121s,central cord syndrome at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14122a,central cord syndrome at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14122d,central cord syndrome at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14122s,central cord syndrome at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14123a,central cord syndrome at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14123d,central cord syndrome at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14123s,central cord syndrome at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14124a,central cord syndrome at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14124d,central cord syndrome at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14124s,central cord syndrome at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14125a,central cord syndrome at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14125d,central cord syndrome at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14125s,central cord syndrome at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14126a,central cord syndrome at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14126d,central cord syndrome at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14126s,central cord syndrome at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14127a,central cord syndrome at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14127d,central cord syndrome at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14127s,central cord syndrome at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14128a,central cord syndrome at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14128d,central cord syndrome at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14128s,central cord syndrome at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14129a,central cord syndrome at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14129d,central cord syndrome at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14129s,central cord syndrome at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14131a,anterior cord syndrome at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14131d,anterior cord syndrome at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14131s,anterior cord syndrome at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14132a,anterior cord syndrome at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14132d,anterior cord syndrome at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14132s,anterior cord syndrome at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14133a,anterior cord syndrome at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14133d,anterior cord syndrome at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14133s,anterior cord syndrome at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14134a,anterior cord syndrome at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14134d,anterior cord syndrome at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14134s,anterior cord syndrome at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14135a,anterior cord syndrome at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14135d,anterior cord syndrome at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14135s,anterior cord syndrome at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14136a,anterior cord syndrome at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14136d,anterior cord syndrome at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14136s,anterior cord syndrome at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14137a,anterior cord syndrome at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14137d,anterior cord syndrome at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14137s,anterior cord syndrome at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14138a,anterior cord syndrome at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14138d,anterior cord syndrome at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14138s,anterior cord syndrome at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14139a,anterior cord syndrome at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14139d,anterior cord syndrome at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14139s,anterior cord syndrome at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14141a,brownsequard syndrome at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14141d,brownsequard syndrome at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14141s,brownsequard syndrome at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14142a,brownsequard syndrome at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14142d,brownsequard syndrome at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14142s,brownsequard syndrome at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14143a,brownsequard syndrome at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14143d,brownsequard syndrome at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14143s,brownsequard syndrome at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14144a,brownsequard syndrome at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14144d,brownsequard syndrome at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14144s,brownsequard syndrome at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14145a,brownsequard syndrome at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14145d,brownsequard syndrome at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14145s,brownsequard syndrome at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14146a,brownsequard syndrome at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14146d,brownsequard syndrome at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14146s,brownsequard syndrome at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14147a,brownsequard syndrome at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14147d,brownsequard syndrome at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14147s,brownsequard syndrome at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14148a,brownsequard syndrome at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14148d,brownsequard syndrome at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14148s,brownsequard syndrome at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14149a,brownsequard syndrome at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14149d,brownsequard syndrome at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14149s,brownsequard syndrome at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14151a,other incomplete lesion at c1 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14151d,other incomplete lesion at c1 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14151s,other incomplete lesion at c1 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14152a,other incomplete lesion at c2 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14152d,other incomplete lesion at c2 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14152s,other incomplete lesion at c2 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14153a,other incomplete lesion at c3 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14153d,other incomplete lesion at c3 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14153s,other incomplete lesion at c3 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14154a,other incomplete lesion at c4 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14154d,other incomplete lesion at c4 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14154s,other incomplete lesion at c4 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14155a,other incomplete lesion at c5 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14155d,other incomplete lesion at c5 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14155s,other incomplete lesion at c5 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14156a,other incomplete lesion at c6 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14156d,other incomplete lesion at c6 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14156s,other incomplete lesion at c6 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14157a,other incomplete lesion at c7 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14157d,other incomplete lesion at c7 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14157s,other incomplete lesion at c7 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14158a,other incomplete lesion at c8 level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14158d,other incomplete lesion at c8 level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14158s,other incomplete lesion at c8 level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s14159a,other incomplete lesion at unspecified level of cervical spinal cord initial encounter,s14,injury of nerves and spinal cord at neck level
s14159d,other incomplete lesion at unspecified level of cervical spinal cord subsequent encounter,s14,injury of nerves and spinal cord at neck level
s14159s,other incomplete lesion at unspecified level of cervical spinal cord sequela,s14,injury of nerves and spinal cord at neck level
s22000a,wedge compression fracture of unspecified thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22000b,wedge compression fracture of unspecified thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22001a,stable burst fracture of unspecified thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22001b,stable burst fracture of unspecified thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22002a,unstable burst fracture of unspecified thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22002b,unstable burst fracture of unspecified thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22008a,other fracture of unspecified thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22008b,other fracture of unspecified thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22009a,unspecified fracture of unspecified thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22009b,unspecified fracture of unspecified thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22010a,wedge compression fracture of first thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22010b,wedge compression fracture of first thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22011a,stable burst fracture of first thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22011b,stable burst fracture of first thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22012a,unstable burst fracture of first thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22012b,unstable burst fracture of first thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22018a,other fracture of first thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22018b,other fracture of first thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22019a,unspecified fracture of first thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22019b,unspecified fracture of first thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22020a,wedge compression fracture of second thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22020b,wedge compression fracture of second thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22021a,stable burst fracture of second thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22021b,stable burst fracture of second thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22022a,unstable burst fracture of second thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22022b,unstable burst fracture of second thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22028a,other fracture of second thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22028b,other fracture of second thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22029a,unspecified fracture of second thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22029b,unspecified fracture of second thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22030a,wedge compression fracture of third thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22030b,wedge compression fracture of third thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22031a,stable burst fracture of third thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22031b,stable burst fracture of third thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22032a,unstable burst fracture of third thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22032b,unstable burst fracture of third thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22038a,other fracture of third thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22038b,other fracture of third thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22039a,unspecified fracture of third thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22039b,unspecified fracture of third thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22040a,wedge compression fracture of fourth thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22040b,wedge compression fracture of fourth thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22041a,stable burst fracture of fourth thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22041b,stable burst fracture of fourth thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22042a,unstable burst fracture of fourth thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22042b,unstable burst fracture of fourth thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22048a,other fracture of fourth thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22048b,other fracture of fourth thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22049a,unspecified fracture of fourth thoracic vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22049b,unspecified fracture of fourth thoracic vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22050a,wedge compression fracture of t5t6 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22050b,wedge compression fracture of t5t6 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22051a,stable burst fracture of t5t6 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22051b,stable burst fracture of t5t6 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22052a,unstable burst fracture of t5t6 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22052b,unstable burst fracture of t5t6 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22058a,other fracture of t5t6 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22058b,other fracture of t5t6 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22059a,unspecified fracture of t5t6 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22059b,unspecified fracture of t5t6 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22060a,wedge compression fracture of t7t8 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22060b,wedge compression fracture of t7t8 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22061a,stable burst fracture of t7t8 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
s22061b,stable burst fracture of t7t8 vertebra initial encounter for open fracture,s22,fracture of ribs sternum and thoracic spine
s22062a,unstable burst fracture of t7t8 vertebra initial encounter for closed fracture,s22,fracture of ribs sternum and thoracic spine
