obs,icdcode,icdlabel,cc,addcc
9401,S32059B,"Unspecified fracture of fifth lumbar vertebra, initial encounter for open fracture",228,
9402,S3210XA,"Unspecified fracture of sacrum, initial encounter for closed fracture",228,
9403,S3210XB,"Unspecified fracture of sacrum, initial encounter for open fracture",228,
9404,S32110A,"Nondisplaced Zone I fracture of sacrum, initial encounter for closed fracture",228,
9405,S32110B,"Nondisplaced Zone I fracture of sacrum, initial encounter for open fracture",228,
9406,S32111A,"Minimally displaced Zone I fracture of sacrum, initial encounter for closed fracture",228,
9407,S32111B,"Minimally displaced Zone I fracture of sacrum, initial encounter for open fracture",228,
9408,S32112A,"Severely displaced Zone I fracture of sacrum, initial encounter for closed fracture",228,
9409,S32112B,"Severely displaced Zone I fracture of sacrum, initial encounter for open fracture",228,
9410,S32119A,"Unspecified Zone I fracture of sacrum, initial encounter for closed fracture",228,
9411,S32119B,"Unspecified Zone I fracture of sacrum, initial encounter for open fracture",228,
9412,S32120A,"Nondisplaced Zone II fracture of sacrum, initial encounter for closed fracture",228,
9413,S32120B,"Nondisplaced Zone II fracture of sacrum, initial encounter for open fracture",228,
9414,S32121A,"Minimally displaced Zone II fracture of sacrum, initial encounter for closed fracture",228,
9415,S32121B,"Minimally displaced Zone II fracture of sacrum, initial encounter for open fracture",228,
9416,S32122A,"Severely displaced Zone II fracture of sacrum, initial encounter for closed fracture",228,
9417,S32122B,"Severely displaced Zone II fracture of sacrum, initial encounter for open fracture",228,
9418,S32129A,"Unspecified Zone II fracture of sacrum, initial encounter for closed fracture",228,
9419,S32129B,"Unspecified Zone II fracture of sacrum, initial encounter for open fracture",228,
9420,S32130A,"Nondisplaced Zone III fracture of sacrum, initial encounter for closed fracture",228,
9421,S32130B,"Nondisplaced Zone III fracture of sacrum, initial encounter for open fracture",228,
9422,S32131A,"Minimally displaced Zone III fracture of sacrum, initial encounter for closed fracture",228,
9423,S32131B,"Minimally displaced Zone III fracture of sacrum, initial encounter for open fracture",228,
9424,S32132A,"Severely displaced Zone III fracture of sacrum, initial encounter for closed fracture",228,
9425,S32132B,"Severely displaced Zone III fracture of sacrum, initial encounter for open fracture",228,
9426,S32139A,"Unspecified Zone III fracture of sacrum, initial encounter for closed fracture",228,
9427,S32139B,"Unspecified Zone III fracture of sacrum, initial encounter for open fracture",228,
9428,S3214XA,"Type 1 fracture of sacrum, initial encounter for closed fracture",228,
9429,S3214XB,"Type 1 fracture of sacrum, initial encounter for open fracture",228,
9430,S3215XA,"Type 2 fracture of sacrum, initial encounter for closed fracture",228,
9431,S3215XB,"Type 2 fracture of sacrum, initial encounter for open fracture",228,
9432,S3216XA,"Type 3 fracture of sacrum, initial encounter for closed fracture",228,
9433,S3216XB,"Type 3 fracture of sacrum, initial encounter for open fracture",228,
9434,S3217XA,"Type 4 fracture of sacrum, initial encounter for closed fracture",228,
9435,S3217XB,"Type 4 fracture of sacrum, initial encounter for open fracture",228,
9436,S3219XA,"Other fracture of sacrum, initial encounter for closed fracture",228,
9437,S3219XB,"Other fracture of sacrum, initial encounter for open fracture",228,
9438,S322XXA,"Fracture of coccyx, initial encounter for closed fracture",228,
9439,S322XXB,"Fracture of coccyx, initial encounter for open fracture",228,
9440,S32301A,"Unspecified fracture of right ilium, initial encounter for closed fracture",226,
9441,S32301B,"Unspecified fracture of right ilium, initial encounter for open fracture",226,
9442,S32302A,"Unspecified fracture of left ilium, initial encounter for closed fracture",226,
9443,S32302B,"Unspecified fracture of left ilium, initial encounter for open fracture",226,
9444,S32309A,"Unspecified fracture of unspecified ilium, initial encounter for closed fracture",226,
9445,S32309B,"Unspecified fracture of unspecified ilium, initial encounter for open fracture",226,
9446,S32311A,"Displaced avulsion fracture of right ilium, initial encounter for closed fracture",226,
9447,S32311B,"Displaced avulsion fracture of right ilium, initial encounter for open fracture",226,
9448,S32312A,"Displaced avulsion fracture of left ilium, initial encounter for closed fracture",226,
9449,S32312B,"Displaced avulsion fracture of left ilium, initial encounter for open fracture",226,
9450,S32313A,"Displaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",226,
9451,S32313B,"Displaced avulsion fracture of unspecified ilium, initial encounter for open fracture",226,
9452,S32314A,"Nondisplaced avulsion fracture of right ilium, initial encounter for closed fracture",226,
9453,S32314B,"Nondisplaced avulsion fracture of right ilium, initial encounter for open fracture",226,
9454,S32315A,"Nondisplaced avulsion fracture of left ilium, initial encounter for closed fracture",226,
9455,S32315B,"Nondisplaced avulsion fracture of left ilium, initial encounter for open fracture",226,
9456,S32316A,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for closed fracture",226,
9457,S32316B,"Nondisplaced avulsion fracture of unspecified ilium, initial encounter for open fracture",226,
9458,S32391A,"Other fracture of right ilium, initial encounter for closed fracture",226,
9459,S32391B,"Other fracture of right ilium, initial encounter for open fracture",226,
9460,S32392A,"Other fracture of left ilium, initial encounter for closed fracture",226,
9461,S32392B,"Other fracture of left ilium, initial encounter for open fracture",226,
9462,S32399A,"Other fracture of unspecified ilium, initial encounter for closed fracture",226,
9463,S32399B,"Other fracture of unspecified ilium, initial encounter for open fracture",226,
9464,S32401A,"Unspecified fracture of right acetabulum, initial encounter for closed fracture",226,
9465,S32401B,"Unspecified fracture of right acetabulum, initial encounter for open fracture",226,
9466,S32402A,"Unspecified fracture of left acetabulum, initial encounter for closed fracture",226,
9467,S32402B,"Unspecified fracture of left acetabulum, initial encounter for open fracture",226,
9468,S32409A,"Unspecified fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9469,S32409B,"Unspecified fracture of unspecified acetabulum, initial encounter for open fracture",226,
9470,S32411A,"Displaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture",226,
9471,S32411B,"Displaced fracture of anterior wall of right acetabulum, initial encounter for open fracture",226,
9472,S32412A,"Displaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture",226,
9473,S32412B,"Displaced fracture of anterior wall of left acetabulum, initial encounter for open fracture",226,
9474,S32413A,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture",226,
9475,S32413B,"Displaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture",226,
9476,S32414A,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for closed fracture",226,
9477,S32414B,"Nondisplaced fracture of anterior wall of right acetabulum, initial encounter for open fracture",226,
9478,S32415A,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for closed fracture",226,
9479,S32415B,"Nondisplaced fracture of anterior wall of left acetabulum, initial encounter for open fracture",226,
9480,S32416A,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for closed fracture",226,
9481,S32416B,"Nondisplaced fracture of anterior wall of unspecified acetabulum, initial encounter for open fracture",226,
9482,S32421A,"Displaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",226,
9483,S32421B,"Displaced fracture of posterior wall of right acetabulum, initial encounter for open fracture",226,
9484,S32422A,"Displaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture",226,
9485,S32422B,"Displaced fracture of posterior wall of left acetabulum, initial encounter for open fracture",226,
9486,S32423A,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture",226,
9487,S32423B,"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture",226,
9488,S32424A,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for closed fracture",226,
9489,S32424B,"Nondisplaced fracture of posterior wall of right acetabulum, initial encounter for open fracture",226,
9490,S32425A,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for closed fracture",226,
9491,S32425B,"Nondisplaced fracture of posterior wall of left acetabulum, initial encounter for open fracture",226,
9492,S32426A,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for closed fracture",226,
9493,S32426B,"Nondisplaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture",226,
9494,S32431A,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",226,
9495,S32431B,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture",226,
9496,S32432A,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",226,
9497,S32432B,"Displaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for open fracture",226,
9498,S32433A,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for closed fracture",226,
9499,S32433B,"Displaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for open fracture",226,
9500,S32434A,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",226,
9501,S32434B,"Nondisplaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for open fracture",226,
9502,S32435A,"Nondisplaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for closed fracture",226,
9503,S32435B,"Nondisplaced fracture of anterior column [iliopubic] of left acetabulum, initial encounter for open fracture",226,
9504,S32436A,"Nondisplaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for closed fracture",226,
9505,S32436B,"Nondisplaced fracture of anterior column [iliopubic] of unspecified acetabulum, initial encounter for open fracture",226,
9506,S32441A,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",226,
9507,S32441B,"Displaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for open fracture",226,
9508,S32442A,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",226,
9509,S32442B,"Displaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for open fracture",226,
9510,S32443A,"Displaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for closed fracture",226,
9511,S32443B,"Displaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for open fracture",226,
9512,S32444A,"Nondisplaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for closed fracture",226,
9513,S32444B,"Nondisplaced fracture of posterior column [ilioischial] of right acetabulum, initial encounter for open fracture",226,
9514,S32445A,"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for closed fracture",226,
9515,S32445B,"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, initial encounter for open fracture",226,
9516,S32446A,"Nondisplaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for closed fracture",226,
9517,S32446B,"Nondisplaced fracture of posterior column [ilioischial] of unspecified acetabulum, initial encounter for open fracture",226,
9518,S32451A,"Displaced transverse fracture of right acetabulum, initial encounter for closed fracture",226,
9519,S32451B,"Displaced transverse fracture of right acetabulum, initial encounter for open fracture",226,
9520,S32452A,"Displaced transverse fracture of left acetabulum, initial encounter for closed fracture",226,
9521,S32452B,"Displaced transverse fracture of left acetabulum, initial encounter for open fracture",226,
9522,S32453A,"Displaced transverse fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9523,S32453B,"Displaced transverse fracture of unspecified acetabulum, initial encounter for open fracture",226,
9524,S32454A,"Nondisplaced transverse fracture of right acetabulum, initial encounter for closed fracture",226,
9525,S32454B,"Nondisplaced transverse fracture of right acetabulum, initial encounter for open fracture",226,
9526,S32455A,"Nondisplaced transverse fracture of left acetabulum, initial encounter for closed fracture",226,
9527,S32455B,"Nondisplaced transverse fracture of left acetabulum, initial encounter for open fracture",226,
9528,S32456A,"Nondisplaced transverse fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9529,S32456B,"Nondisplaced transverse fracture of unspecified acetabulum, initial encounter for open fracture",226,
9530,S32461A,"Displaced associated transverse-posterior fracture of right acetabulum, initial encounter for closed fracture",226,
9531,S32461B,"Displaced associated transverse-posterior fracture of right acetabulum, initial encounter for open fracture",226,
9532,S32462A,"Displaced associated transverse-posterior fracture of left acetabulum, initial encounter for closed fracture",226,
9533,S32462B,"Displaced associated transverse-posterior fracture of left acetabulum, initial encounter for open fracture",226,
9534,S32463A,"Displaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9535,S32463B,"Displaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for open fracture",226,
9536,S32464A,"Nondisplaced associated transverse-posterior fracture of right acetabulum, initial encounter for closed fracture",226,
9537,S32464B,"Nondisplaced associated transverse-posterior fracture of right acetabulum, initial encounter for open fracture",226,
9538,S32465A,"Nondisplaced associated transverse-posterior fracture of left acetabulum, initial encounter for closed fracture",226,
9539,S32465B,"Nondisplaced associated transverse-posterior fracture of left acetabulum, initial encounter for open fracture",226,
9540,S32466A,"Nondisplaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9541,S32466B,"Nondisplaced associated transverse-posterior fracture of unspecified acetabulum, initial encounter for open fracture",226,
9542,S32471A,"Displaced fracture of medial wall of right acetabulum, initial encounter for closed fracture",226,
9543,S32471B,"Displaced fracture of medial wall of right acetabulum, initial encounter for open fracture",226,
9544,S32472A,"Displaced fracture of medial wall of left acetabulum, initial encounter for closed fracture",226,
9545,S32472B,"Displaced fracture of medial wall of left acetabulum, initial encounter for open fracture",226,
9546,S32473A,"Displaced fracture of medial wall of unspecified acetabulum, initial encounter for closed fracture",226,
9547,S32473B,"Displaced fracture of medial wall of unspecified acetabulum, initial encounter for open fracture",226,
9548,S32474A,"Nondisplaced fracture of medial wall of right acetabulum, initial encounter for closed fracture",226,
9549,S32474B,"Nondisplaced fracture of medial wall of right acetabulum, initial encounter for open fracture",226,
9550,S32475A,"Nondisplaced fracture of medial wall of left acetabulum, initial encounter for closed fracture",226,
9551,S32475B,"Nondisplaced fracture of medial wall of left acetabulum, initial encounter for open fracture",226,
9552,S32476A,"Nondisplaced fracture of medial wall of unspecified acetabulum, initial encounter for closed fracture",226,
9553,S32476B,"Nondisplaced fracture of medial wall of unspecified acetabulum, initial encounter for open fracture",226,
9554,S32481A,"Displaced dome fracture of right acetabulum, initial encounter for closed fracture",226,
9555,S32481B,"Displaced dome fracture of right acetabulum, initial encounter for open fracture",226,
9556,S32482A,"Displaced dome fracture of left acetabulum, initial encounter for closed fracture",226,
9557,S32482B,"Displaced dome fracture of left acetabulum, initial encounter for open fracture",226,
9558,S32483A,"Displaced dome fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9559,S32483B,"Displaced dome fracture of unspecified acetabulum, initial encounter for open fracture",226,
9560,S32484A,"Nondisplaced dome fracture of right acetabulum, initial encounter for closed fracture",226,
9561,S32484B,"Nondisplaced dome fracture of right acetabulum, initial encounter for open fracture",226,
9562,S32485A,"Nondisplaced dome fracture of left acetabulum, initial encounter for closed fracture",226,
9563,S32485B,"Nondisplaced dome fracture of left acetabulum, initial encounter for open fracture",226,
9564,S32486A,"Nondisplaced dome fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9565,S32486B,"Nondisplaced dome fracture of unspecified acetabulum, initial encounter for open fracture",226,
9566,S32491A,"Other specified fracture of right acetabulum, initial encounter for closed fracture",226,
9567,S32491B,"Other specified fracture of right acetabulum, initial encounter for open fracture",226,
9568,S32492A,"Other specified fracture of left acetabulum, initial encounter for closed fracture",226,
9569,S32492B,"Other specified fracture of left acetabulum, initial encounter for open fracture",226,
9570,S32499A,"Other specified fracture of unspecified acetabulum, initial encounter for closed fracture",226,
9571,S32499B,"Other specified fracture of unspecified acetabulum, initial encounter for open fracture",226,
9572,S32501A,"Unspecified fracture of right pubis, initial encounter for closed fracture",226,
9573,S32501B,"Unspecified fracture of right pubis, initial encounter for open fracture",226,
9574,S32502A,"Unspecified fracture of left pubis, initial encounter for closed fracture",226,
9575,S32502B,"Unspecified fracture of left pubis, initial encounter for open fracture",226,
9576,S32509A,"Unspecified fracture of unspecified pubis, initial encounter for closed fracture",226,
9577,S32509B,"Unspecified fracture of unspecified pubis, initial encounter for open fracture",226,
9578,S32511A,"Fracture of superior rim of right pubis, initial encounter for closed fracture",226,
9579,S32511B,"Fracture of superior rim of right pubis, initial encounter for open fracture",226,
9580,S32512A,"Fracture of superior rim of left pubis, initial encounter for closed fracture",226,
9581,S32512B,"Fracture of superior rim of left pubis, initial encounter for open fracture",226,
9582,S32519A,"Fracture of superior rim of unspecified pubis, initial encounter for closed fracture",226,
9583,S32519B,"Fracture of superior rim of unspecified pubis, initial encounter for open fracture",226,
9584,S32591A,"Other specified fracture of right pubis, initial encounter for closed fracture",226,
9585,S32591B,"Other specified fracture of right pubis, initial encounter for open fracture",226,
9586,S32592A,"Other specified fracture of left pubis, initial encounter for closed fracture",226,
9587,S32592B,"Other specified fracture of left pubis, initial encounter for open fracture",226,
9588,S32599A,"Other specified fracture of unspecified pubis, initial encounter for closed fracture",226,
9589,S32599B,"Other specified fracture of unspecified pubis, initial encounter for open fracture",226,
9590,S32601A,"Unspecified fracture of right ischium, initial encounter for closed fracture",226,
9591,S32601B,"Unspecified fracture of right ischium, initial encounter for open fracture",226,
9592,S32602A,"Unspecified fracture of left ischium, initial encounter for closed fracture",226,
9593,S32602B,"Unspecified fracture of left ischium, initial encounter for open fracture",226,
9594,S32609A,"Unspecified fracture of unspecified ischium, initial encounter for closed fracture",226,
9595,S32609B,"Unspecified fracture of unspecified ischium, initial encounter for open fracture",226,
9596,S32611A,"Displaced avulsion fracture of right ischium, initial encounter for closed fracture",226,
9597,S32611B,"Displaced avulsion fracture of right ischium, initial encounter for open fracture",226,
9598,S32612A,"Displaced avulsion fracture of left ischium, initial encounter for closed fracture",226,
9599,S32612B,"Displaced avulsion fracture of left ischium, initial encounter for open fracture",226,
9600,S32613A,"Displaced avulsion fracture of unspecified ischium, initial encounter for closed fracture",226,
9601,S32613B,"Displaced avulsion fracture of unspecified ischium, initial encounter for open fracture",226,
9602,S32614A,"Nondisplaced avulsion fracture of right ischium, initial encounter for closed fracture",226,
9603,S32614B,"Nondisplaced avulsion fracture of right ischium, initial encounter for open fracture",226,
9604,S32615A,"Nondisplaced avulsion fracture of left ischium, initial encounter for closed fracture",226,
9605,S32615B,"Nondisplaced avulsion fracture of left ischium, initial encounter for open fracture",226,
9606,S32616A,"Nondisplaced avulsion fracture of unspecified ischium, initial encounter for closed fracture",226,
9607,S32616B,"Nondisplaced avulsion fracture of unspecified ischium, initial encounter for open fracture",226,
9608,S32691A,"Other specified fracture of right ischium, initial encounter for closed fracture",226,
9609,S32691B,"Other specified fracture of right ischium, initial encounter for open fracture",226,
9610,S32692A,"Other specified fracture of left ischium, initial encounter for closed fracture",226,
9611,S32692B,"Other specified fracture of left ischium, initial encounter for open fracture",226,
9612,S32699A,"Other specified fracture of unspecified ischium, initial encounter for closed fracture",226,
9613,S32699B,"Other specified fracture of unspecified ischium, initial encounter for open fracture",226,
9614,S32810A,"Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for closed fracture",226,
9615,S32810B,"Multiple fractures of pelvis with stable disruption of pelvic ring, initial encounter for open fracture",226,
9616,S32811A,"Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for closed fracture",226,
9617,S32811B,"Multiple fractures of pelvis with unstable disruption of pelvic ring, initial encounter for open fracture",226,
9618,S3282XA,"Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for closed fracture",226,
9619,S3282XB,"Multiple fractures of pelvis without disruption of pelvic ring, initial encounter for open fracture",226,
9620,S3289XA,"Fracture of other parts of pelvis, initial encounter for closed fracture",226,
9621,S3289XB,"Fracture of other parts of pelvis, initial encounter for open fracture",226,
9622,S329XXA,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture",226,
9623,S329XXB,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture",226,
9624,S3401XA,"Concussion and edema of lumbar spinal cord, initial encounter",110,
9625,S3401XD,"Concussion and edema of lumbar spinal cord, subsequent encounter",110,
9626,S3401XS,"Concussion and edema of lumbar spinal cord, sequela",110,
9627,S3402XA,"Concussion and edema of sacral spinal cord, initial encounter",110,
9628,S3402XD,"Concussion and edema of sacral spinal cord, subsequent encounter",110,
9629,S3402XS,"Concussion and edema of sacral spinal cord, sequela",110,
9630,S34101A,"Unspecified injury to L1 level of lumbar spinal cord, initial encounter",110,
9631,S34101D,"Unspecified injury to L1 level of lumbar spinal cord, subsequent encounter",110,
9632,S34101S,"Unspecified injury to L1 level of lumbar spinal cord, sequela",110,
9633,S34102A,"Unspecified injury to L2 level of lumbar spinal cord, initial encounter",110,
9634,S34102D,"Unspecified injury to L2 level of lumbar spinal cord, subsequent encounter",110,
9635,S34102S,"Unspecified injury to L2 level of lumbar spinal cord, sequela",110,
9636,S34103A,"Unspecified injury to L3 level of lumbar spinal cord, initial encounter",110,
9637,S34103D,"Unspecified injury to L3 level of lumbar spinal cord, subsequent encounter",110,
9638,S34103S,"Unspecified injury to L3 level of lumbar spinal cord, sequela",110,
9639,S34104A,"Unspecified injury to L4 level of lumbar spinal cord, initial encounter",110,
9640,S34104D,"Unspecified injury to L4 level of lumbar spinal cord, subsequent encounter",110,
9641,S34104S,"Unspecified injury to L4 level of lumbar spinal cord, sequela",110,
9642,S34105A,"Unspecified injury to L5 level of lumbar spinal cord, initial encounter",110,
9643,S34105D,"Unspecified injury to L5 level of lumbar spinal cord, subsequent encounter",110,
9644,S34105S,"Unspecified injury to L5 level of lumbar spinal cord, sequela",110,
9645,S34109A,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter",110,
9646,S34109D,"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter",110,
9647,S34109S,"Unspecified injury to unspecified level of lumbar spinal cord, sequela",110,
9648,S34111A,"Complete lesion of L1 level of lumbar spinal cord, initial encounter",110,
9649,S34111D,"Complete lesion of L1 level of lumbar spinal cord, subsequent encounter",110,
9650,S34111S,"Complete lesion of L1 level of lumbar spinal cord, sequela",110,
9651,S34112A,"Complete lesion of L2 level of lumbar spinal cord, initial encounter",110,
9652,S34112D,"Complete lesion of L2 level of lumbar spinal cord, subsequent encounter",110,
9653,S34112S,"Complete lesion of L2 level of lumbar spinal cord, sequela",110,
9654,S34113A,"Complete lesion of L3 level of lumbar spinal cord, initial encounter",110,
9655,S34113D,"Complete lesion of L3 level of lumbar spinal cord, subsequent encounter",110,
9656,S34113S,"Complete lesion of L3 level of lumbar spinal cord, sequela",110,
9657,S34114A,"Complete lesion of L4 level of lumbar spinal cord, initial encounter",110,
9658,S34114D,"Complete lesion of L4 level of lumbar spinal cord, subsequent encounter",110,
9659,S34114S,"Complete lesion of L4 level of lumbar spinal cord, sequela",110,
9660,S34115A,"Complete lesion of L5 level of lumbar spinal cord, initial encounter",110,
9661,S34115D,"Complete lesion of L5 level of lumbar spinal cord, subsequent encounter",110,
9662,S34115S,"Complete lesion of L5 level of lumbar spinal cord, sequela",110,
9663,S34119A,"Complete lesion of unspecified level of lumbar spinal cord, initial encounter",110,
9664,S34119D,"Complete lesion of unspecified level of lumbar spinal cord, subsequent encounter",110,
9665,S34119S,"Complete lesion of unspecified level of lumbar spinal cord, sequela",110,
9666,S34121A,"Incomplete lesion of L1 level of lumbar spinal cord, initial encounter",110,
9667,S34121D,"Incomplete lesion of L1 level of lumbar spinal cord, subsequent encounter",110,
9668,S34121S,"Incomplete lesion of L1 level of lumbar spinal cord, sequela",110,
9669,S34122A,"Incomplete lesion of L2 level of lumbar spinal cord, initial encounter",110,
9670,S34122D,"Incomplete lesion of L2 level of lumbar spinal cord, subsequent encounter",110,
9671,S34122S,"Incomplete lesion of L2 level of lumbar spinal cord, sequela",110,
9672,S34123A,"Incomplete lesion of L3 level of lumbar spinal cord, initial encounter",110,
9673,S34123D,"Incomplete lesion of L3 level of lumbar spinal cord, subsequent encounter",110,
9674,S34123S,"Incomplete lesion of L3 level of lumbar spinal cord, sequela",110,
9675,S34124A,"Incomplete lesion of L4 level of lumbar spinal cord, initial encounter",110,
9676,S34124D,"Incomplete lesion of L4 level of lumbar spinal cord, subsequent encounter",110,
9677,S34124S,"Incomplete lesion of L4 level of lumbar spinal cord, sequela",110,
9678,S34125A,"Incomplete lesion of L5 level of lumbar spinal cord, initial encounter",110,
9679,S34125D,"Incomplete lesion of L5 level of lumbar spinal cord, subsequent encounter",110,
9680,S34125S,"Incomplete lesion of L5 level of lumbar spinal cord, sequela",110,
9681,S34129A,"Incomplete lesion of unspecified level of lumbar spinal cord, initial encounter",110,
9682,S34129D,"Incomplete lesion of unspecified level of lumbar spinal cord, subsequent encounter",110,
9683,S34129S,"Incomplete lesion of unspecified level of lumbar spinal cord, sequela",110,
9684,S34131A,"Complete lesion of sacral spinal cord, initial encounter",110,
9685,S34131D,"Complete lesion of sacral spinal cord, subsequent encounter",110,
9686,S34131S,"Complete lesion of sacral spinal cord, sequela",110,
9687,S34132A,"Incomplete lesion of sacral spinal cord, initial encounter",110,
9688,S34132D,"Incomplete lesion of sacral spinal cord, subsequent encounter",110,
9689,S34132S,"Incomplete lesion of sacral spinal cord, sequela",110,
9690,S34139A,"Unspecified injury to sacral spinal cord, initial encounter",110,
9691,S34139D,"Unspecified injury to sacral spinal cord, subsequent encounter",110,
9692,S34139S,"Unspecified injury to sacral spinal cord, sequela",110,
9693,S343XXA,"Injury of cauda equina, initial encounter",110,
9694,S48011A,"Complete traumatic amputation at right shoulder joint, initial encounter",234,
9695,S48011D,"Complete traumatic amputation at right shoulder joint, subsequent encounter",234,
9696,S48012A,"Complete traumatic amputation at left shoulder joint, initial encounter",234,
9697,S48012D,"Complete traumatic amputation at left shoulder joint, subsequent encounter",234,
9698,S48019A,"Complete traumatic amputation at unspecified shoulder joint, initial encounter",234,
9699,S48019D,"Complete traumatic amputation at unspecified shoulder joint, subsequent encounter",234,
9700,S48021A,"Partial traumatic amputation at right shoulder joint, initial encounter",234,
9701,S48021D,"Partial traumatic amputation at right shoulder joint, subsequent encounter",234,
9702,S48022A,"Partial traumatic amputation at left shoulder joint, initial encounter",234,
9703,S48022D,"Partial traumatic amputation at left shoulder joint, subsequent encounter",234,
9704,S48029A,"Partial traumatic amputation at unspecified shoulder joint, initial encounter",234,
9705,S48029D,"Partial traumatic amputation at unspecified shoulder joint, subsequent encounter",234,
9706,S48111A,"Complete traumatic amputation at level between right shoulder and elbow, initial encounter",234,
9707,S48111D,"Complete traumatic amputation at level between right shoulder and elbow, subsequent encounter",234,
9708,S48112A,"Complete traumatic amputation at level between left shoulder and elbow, initial encounter",234,
9709,S48112D,"Complete traumatic amputation at level between left shoulder and elbow, subsequent encounter",234,
9710,S48119A,"Complete traumatic amputation at level between unspecified shoulder and elbow, initial encounter",234,
9711,S48119D,"Complete traumatic amputation at level between unspecified shoulder and elbow, subsequent encounter",234,
9712,S48121A,"Partial traumatic amputation at level between right shoulder and elbow, initial encounter",234,
9713,S48121D,"Partial traumatic amputation at level between right shoulder and elbow, subsequent encounter",234,
9714,S48122A,"Partial traumatic amputation at level between left shoulder and elbow, initial encounter",234,
9715,S48122D,"Partial traumatic amputation at level between left shoulder and elbow, subsequent encounter",234,
9716,S48129A,"Partial traumatic amputation at level between unspecified shoulder and elbow, initial encounter",234,
9717,S48129D,"Partial traumatic amputation at level between unspecified shoulder and elbow, subsequent encounter",234,
9718,S48911A,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",234,
9719,S48911D,"Complete traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter",234,
9720,S48912A,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, initial encounter",234,
9721,S48912D,"Complete traumatic amputation of left shoulder and upper arm, level unspecified, subsequent encounter",234,
9722,S48919A,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter",234,
9723,S48919D,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, subsequent encounter",234,
9724,S48921A,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, initial encounter",234,
9725,S48921D,"Partial traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter",234,
9726,S48922A,"Partial traumatic amputation of left shoulder and upper arm, level unspecified, initial encounter",234,
